model,node_id,node_type,organism
AH,ITDCOATA__Org2,rxn,Org2
AH,12mtridecACP[c]__Org2,met,Org2
AH,ACP[c]__Org2,met,Org2
AH,coa[c]__Org2,met,Org2
AH,itdcoa[c]__Org2,met,Org2
AH,IVCOATA__Org2,rxn,Org2
AH,ivcoa[c]__Org2,met,Org2
AH,3mbutACP[c]__Org2,met,Org2
AH,ACP[c]__Org2,met,Org2
AH,coa[c]__Org2,met,Org2
AH,KARA1__Org2,rxn,Org2
AH,23dhmb[c]__Org2,met,Org2
AH,alac_S[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,KARA2__Org2,rxn,Org2
AH,23dhmp[c]__Org2,met,Org2
AH,2ahbut[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,KARA3__Org2,rxn,Org2
AH,23dhmb[c]__Org2,met,Org2
AH,33hmeoxobut[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,KAS14__Org2,rxn,Org2
AH,ACP[c]__Org2,met,Org2
AH,acACP[c]__Org2,met,Org2
AH,actACP[c]__Org2,met,Org2
AH,co2[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,malACP[c]__Org2,met,Org2
AH,KESTOASEe__Org2,rxn,Org2
AH,fru[e]__Org2,met,Org2
AH,glc_D[e]__Org2,met,Org2
AH,h2o[e]__Org2,met,Org2
AH,kesto[e]__Org2,met,Org2
AH,KESTOPTASEe__Org2,rxn,Org2
AH,fru[e]__Org2,met,Org2
AH,glc_D[e]__Org2,met,Org2
AH,h2o[e]__Org2,met,Org2
AH,kestopt[e]__Org2,met,Org2
AH,KESTOTTRASEe__Org2,rxn,Org2
AH,fru[e]__Org2,met,Org2
AH,glc_D[e]__Org2,met,Org2
AH,h2o[e]__Org2,met,Org2
AH,kestottr[e]__Org2,met,Org2
AH,Kt1r__Org2,rxn,Org2
AH,k[c]__Org2,met,Org2
AH,k[e]__Org2,met,Org2
AH,Kt3__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,k[c]__Org2,met,Org2
AH,k[e]__Org2,met,Org2
AH,L2A6ODs__Org2,rxn,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,l2a6o[c]__Org2,met,Org2
AH,thdp[c]__Org2,met,Org2
AH,LACTLt__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,lactl[c]__Org2,met,Org2
AH,lactl[e]__Org2,met,Org2
AH,LACZ__Org2,rxn,Org2
AH,lcts[c]__Org2,met,Org2
AH,gal[c]__Org2,met,Org2
AH,glc_D[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,LARGNAT__Org2,rxn,Org2
AH,Largn[c]__Org2,met,Org2
AH,asp_L[c]__Org2,met,Org2
AH,oaa[c]__Org2,met,Org2
AH,pphn[c]__Org2,met,Org2
AH,LCARS__Org2,rxn,Org2
AH,12ppd_S[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,lald_L[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,LCTSabc__Org2,rxn,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,lcts[c]__Org2,met,Org2
AH,lcts[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,LDH_D__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,lac_D[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,LDH_L__Org2,rxn,Org2
AH,lac_L[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,LEUTA__Org2,rxn,Org2
AH,4mop[c]__Org2,met,Org2
AH,akg[c]__Org2,met,Org2
AH,glu_L[c]__Org2,met,Org2
AH,leu_L[c]__Org2,met,Org2
AH,LEUabc__Org2,rxn,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,leu_L[c]__Org2,met,Org2
AH,leu_L[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,LGTHL__Org2,rxn,Org2
AH,mthgxl[c]__Org2,met,Org2
AH,gthrd[c]__Org2,met,Org2
AH,lgt_S[c]__Org2,met,Org2
AH,LPLIPAL1A120__Org2,rxn,Org2
AH,ddca[c]__Org2,met,Org2
AH,1ddecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL1A140__Org2,rxn,Org2
AH,1tdecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdca[c]__Org2,met,Org2
AH,LPLIPAL1A141__Org2,rxn,Org2
AH,ttdcea[c]__Org2,met,Org2
AH,1tdec7eg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL1A160__Org2,rxn,Org2
AH,1hdecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdca[c]__Org2,met,Org2
AH,LPLIPAL1A161__Org2,rxn,Org2
AH,1hdec9eg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdcea[c]__Org2,met,Org2
AH,LPLIPAL1A180__Org2,rxn,Org2
AH,1odecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdca[c]__Org2,met,Org2
AH,LPLIPAL1A181__Org2,rxn,Org2
AH,1odec11eg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdcea[c]__Org2,met,Org2
AH,LPLIPAL1E120__Org2,rxn,Org2
AH,1agpe120[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,ddca[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL1E140__Org2,rxn,Org2
AH,1agpe140[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdca[c]__Org2,met,Org2
AH,LPLIPAL1E141__Org2,rxn,Org2
AH,1agpe141[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdcea[c]__Org2,met,Org2
AH,LPLIPAL1E160__Org2,rxn,Org2
AH,1agpe160[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdca[c]__Org2,met,Org2
AH,LPLIPAL1E161__Org2,rxn,Org2
AH,1agpe161[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdcea[c]__Org2,met,Org2
AH,LPLIPAL1E180__Org2,rxn,Org2
AH,1agpe180[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdca[c]__Org2,met,Org2
AH,LPLIPAL1E181__Org2,rxn,Org2
AH,1agpe181[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdcea[c]__Org2,met,Org2
AH,LPLIPAL1G120__Org2,rxn,Org2
AH,1agpg120[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,ddca[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL1G140__Org2,rxn,Org2
AH,1agpg140[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdca[c]__Org2,met,Org2
AH,LPLIPAL1G141__Org2,rxn,Org2
AH,1agpg141[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdcea[c]__Org2,met,Org2
AH,LPLIPAL1G160__Org2,rxn,Org2
AH,1agpg160[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdca[c]__Org2,met,Org2
AH,LPLIPAL1G161__Org2,rxn,Org2
AH,1agpg161[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdcea[c]__Org2,met,Org2
AH,LPLIPAL1G180__Org2,rxn,Org2
AH,1agpg180[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdca[c]__Org2,met,Org2
AH,LPLIPAL1G181__Org2,rxn,Org2
AH,1agpg181[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdcea[c]__Org2,met,Org2
AH,LPLIPAL2A120__Org2,rxn,Org2
AH,2ddecg3p[c]__Org2,met,Org2
AH,ddca[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL2A140__Org2,rxn,Org2
AH,2tdecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdca[c]__Org2,met,Org2
AH,LPLIPAL2A141__Org2,rxn,Org2
AH,2tdec7eg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdcea[c]__Org2,met,Org2
AH,LPLIPAL2A160__Org2,rxn,Org2
AH,2hdecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdca[c]__Org2,met,Org2
AH,LPLIPAL2A161__Org2,rxn,Org2
AH,2hdec9eg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdcea[c]__Org2,met,Org2
AH,LPLIPAL2A180__Org2,rxn,Org2
AH,2odecg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdca[c]__Org2,met,Org2
AH,LPLIPAL2A181__Org2,rxn,Org2
AH,2odec11eg3p[c]__Org2,met,Org2
AH,glyc3p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdcea[c]__Org2,met,Org2
AH,LPLIPAL2E120__Org2,rxn,Org2
AH,2agpe120[c]__Org2,met,Org2
AH,ddca[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL2E140__Org2,rxn,Org2
AH,2agpe140[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdca[c]__Org2,met,Org2
AH,LPLIPAL2E141__Org2,rxn,Org2
AH,2agpe141[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdcea[c]__Org2,met,Org2
AH,LPLIPAL2E160__Org2,rxn,Org2
AH,2agpe160[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdca[c]__Org2,met,Org2
AH,LPLIPAL2E161__Org2,rxn,Org2
AH,2agpe161[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdcea[c]__Org2,met,Org2
AH,LPLIPAL2E180__Org2,rxn,Org2
AH,2agpe180[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdca[c]__Org2,met,Org2
AH,LPLIPAL2E181__Org2,rxn,Org2
AH,2agpe181[c]__Org2,met,Org2
AH,g3pe[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdcea[c]__Org2,met,Org2
AH,LPLIPAL2G120__Org2,rxn,Org2
AH,2agpg120[c]__Org2,met,Org2
AH,ddca[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LPLIPAL2G140__Org2,rxn,Org2
AH,2agpg140[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdca[c]__Org2,met,Org2
AH,LPLIPAL2G141__Org2,rxn,Org2
AH,2agpg141[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ttdcea[c]__Org2,met,Org2
AH,LPLIPAL2G160__Org2,rxn,Org2
AH,2agpg160[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdca[c]__Org2,met,Org2
AH,LPLIPAL2G161__Org2,rxn,Org2
AH,2agpg161[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hdcea[c]__Org2,met,Org2
AH,LPLIPAL2G180__Org2,rxn,Org2
AH,2agpg180[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdca[c]__Org2,met,Org2
AH,LPLIPAL2G181__Org2,rxn,Org2
AH,2agpg181[c]__Org2,met,Org2
AH,g3pg[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ocdcea[c]__Org2,met,Org2
AH,LYSDC__Org2,rxn,Org2
AH,15dap[c]__Org2,met,Org2
AH,lys_L[c]__Org2,met,Org2
AH,co2[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,LYSt2r__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,lys_L[c]__Org2,met,Org2
AH,lys_L[e]__Org2,met,Org2
AH,L_LACD__Org2,rxn,Org2
AH,ficytC[c]__Org2,met,Org2
AH,focytC[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,lac_L[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,L_LACD2__Org2,rxn,Org2
AH,lac_L[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,q8[c]__Org2,met,Org2
AH,q8h2[c]__Org2,met,Org2
AH,L_LACD3__Org2,rxn,Org2
AH,lac_L[c]__Org2,met,Org2
AH,mql8[c]__Org2,met,Org2
AH,mqn8[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,L_LACt2r__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,lac_L[c]__Org2,met,Org2
AH,lac_L[e]__Org2,met,Org2
AH,M1PD__Org2,rxn,Org2
AH,mnl1p[c]__Org2,met,Org2
AH,f6p[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,MACCOAT__Org2,rxn,Org2
AH,ppcoa[c]__Org2,met,Org2
AH,2maacoa[c]__Org2,met,Org2
AH,accoa[c]__Org2,met,Org2
AH,coa[c]__Org2,met,Org2
AH,MALT__Org2,rxn,Org2
AH,glc_D[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,malt[c]__Org2,met,Org2
AH,MALTATr__Org2,rxn,Org2
AH,acmalt[c]__Org2,met,Org2
AH,accoa[c]__Org2,met,Org2
AH,coa[c]__Org2,met,Org2
AH,malt[c]__Org2,met,Org2
AH,MALTabc__Org2,rxn,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,malt[c]__Org2,met,Org2
AH,malt[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,MAN6PI__Org2,rxn,Org2
AH,man6p[c]__Org2,met,Org2
AH,f6p[c]__Org2,met,Org2
AH,MANpts__Org2,rxn,Org2
AH,man6p[c]__Org2,met,Org2
AH,man[e]__Org2,met,Org2
AH,pep[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,MCOATA__Org2,rxn,Org2
AH,ACP[c]__Org2,met,Org2
AH,coa[c]__Org2,met,Org2
AH,malACP[c]__Org2,met,Org2
AH,malcoa[c]__Org2,met,Org2
AH,ME2__Org2,rxn,Org2
AH,co2[c]__Org2,met,Org2
AH,mal_L[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,MECDPDH2__Org2,rxn,Org2
AH,2mecdp[c]__Org2,met,Org2
AH,h2mb4p[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,MECDPS__Org2,rxn,Org2
AH,2mecdp[c]__Org2,met,Org2
AH,2p4c2me[c]__Org2,met,Org2
AH,cmp[c]__Org2,met,Org2
AH,MELIBt2r__Org2,rxn,Org2
AH,melib[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,melib[e]__Org2,met,Org2
AH,MEPCT__Org2,rxn,Org2
AH,2me4p[c]__Org2,met,Org2
AH,4c2me[c]__Org2,met,Org2
AH,ctp[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,ppi[c]__Org2,met,Org2
AH,METALA1c__Org2,rxn,Org2
AH,metala[c]__Org2,met,Org2
AH,ala_L[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,met_L[c]__Org2,met,Org2
AH,METALAabc__Org2,rxn,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,metala[c]__Org2,met,Org2
AH,metala[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,METAT__Org2,rxn,Org2
AH,amet[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,met_L[c]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,ppi[c]__Org2,met,Org2
AH,METDabc__Org2,rxn,Org2
AH,met_D[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,met_D[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,METFR__Org2,rxn,Org2
AH,5mthf[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,mlthf[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,METS__Org2,rxn,Org2
AH,5mthf[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,hcys_L[c]__Org2,met,Org2
AH,met_L[c]__Org2,met,Org2
AH,thf[c]__Org2,met,Org2
AH,METSOX1abc__Org2,rxn,Org2
AH,metsox_S_L[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,metsox_S_L[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,METSOX2abc__Org2,rxn,Org2
AH,metsox_R_L[c]__Org2,met,Org2
AH,metsox_R_L[e]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,METabc__Org2,rxn,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,met_L[c]__Org2,met,Org2
AH,met_L[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,MG2abc__Org2,rxn,Org2
AH,mg2[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,mg2[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,MGSA__Org2,rxn,Org2
AH,dhap[c]__Org2,met,Org2
AH,mthgxl[c]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,MGt5__Org2,rxn,Org2
AH,mg2[c]__Org2,met,Org2
AH,mg2[e]__Org2,met,Org2
AH,MMSAD2__Org2,rxn,Org2
AH,coa[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,ppal[c]__Org2,met,Org2
AH,ppcoa[c]__Org2,met,Org2
AH,MNLpts__Org2,rxn,Org2
AH,mnl1p[c]__Org2,met,Org2
AH,mnl[e]__Org2,met,Org2
AH,pep[c]__Org2,met,Org2
AH,pyr[c]__Org2,met,Org2
AH,MNabc__Org2,rxn,Org2
AH,mn2[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,mn2[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,MOBDabc__Org2,rxn,Org2
AH,mobd[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,mobd[e]__Org2,met,Org2
AH,pi[c]__Org2,met,Org2
AH,MOHMT__Org2,rxn,Org2
AH,2dhp[c]__Org2,met,Org2
AH,3mob[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,mlthf[c]__Org2,met,Org2
AH,thf[c]__Org2,met,Org2
AH,MTAN__Org2,rxn,Org2
AH,5mta[c]__Org2,met,Org2
AH,5mtr[c]__Org2,met,Org2
AH,ade[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,MTHFC__Org2,rxn,Org2
AH,10fthf[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,methf[c]__Org2,met,Org2
AH,MTHFD__Org2,rxn,Org2
AH,methf[c]__Org2,met,Org2
AH,mlthf[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,nadph[c]__Org2,met,Org2
AH,MTRK__Org2,rxn,Org2
AH,5mdr1p[c]__Org2,met,Org2
AH,5mtr[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,NACt2r__Org2,rxn,Org2
AH,nac[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,nac[e]__Org2,met,Org2
AH,NADH10__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,mql8[c]__Org2,met,Org2
AH,mqn8[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,NADH5__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,q8[c]__Org2,met,Org2
AH,q8h2[c]__Org2,met,Org2
AH,NADH9__Org2,rxn,Org2
AH,2dmmq8[c]__Org2,met,Org2
AH,2dmmql8[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadh[c]__Org2,met,Org2
AH,NADK__Org2,rxn,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,NADK2__Org2,rxn,Org2
AH,dtdp[c]__Org2,met,Org2
AH,dttp[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nadp[c]__Org2,met,Org2
AH,NADS1__Org2,rxn,Org2
AH,dnad[c]__Org2,met,Org2
AH,amp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,nh4[c]__Org2,met,Org2
AH,ppi[c]__Org2,met,Org2
AH,NADS2__Org2,rxn,Org2
AH,amp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,dnad[c]__Org2,met,Org2
AH,gln_L[c]__Org2,met,Org2
AH,glu_L[c]__Org2,met,Org2
AH,h2o[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nad[c]__Org2,met,Org2
AH,ppi[c]__Org2,met,Org2
AH,NAPRT__Org2,rxn,Org2
AH,nicrnt[c]__Org2,met,Org2
AH,h[c]__Org2,met,Org2
AH,nac[c]__Org2,met,Org2
AH,ppi[c]__Org2,met,Org2
AH,prpp[c]__Org2,met,Org2
AH,NAt3_1__Org2,rxn,Org2
AH,h[c]__Org2,met,Org2
AH,h[e]__Org2,met,Org2
AH,na1[c]__Org2,met,Org2
AH,na1[e]__Org2,met,Org2
AH,NH4tb__Org2,rxn,Org2
AH,nh4[c]__Org2,met,Org2
AH,nh4[e]__Org2,met,Org2
AH,NIT_n1p4__Org2,rxn,Org2
AH,n2[c]__Org2,met,Org2
AH,adp[c]__Org2,met,Org2
AH,atp[c]__Org2,met,Org2
AH,fdxox[c]__Org2,met,Org2
AH,fdxrd[c]__Org2,met,Org2
